,text,labels
1443,duh aka shitty nights     city nights is hella  ,offensive
1444,  your bitch called she was missing this dick,offensive
1445,    how many hoes do i have   z  e  r  o   o         ,offensive
1446,dam this niggah trippin off ecstasy,offensive
1447,  if yo girl cant have homeboys you a ol weak bitch ass nigga,offensive
1448,told da nicca str8 up to his face whateva he got goin on i want inguess he felt some type of way bout it,offensive
1449,    you can only call the janoskians faggots if you are a janoskianator,offensive
1450,no skimp shit here bitch,offensive
1451,      i will trade you one car drift for brownies,non_offensive
1452,lmaoo u a downgrade has been jayin ass bitch,offensive
1453,  text me niggah,offensive
1454,international police operation disrupts shylock banking trojan  computerworld the guardianinternational poli httptcozibnjmiilj,non_offensive
1455,lol when a nigga say he miss u say do not miss me miss ya bitch lmao,offensive
1456,i feel like apart of the in crowd like yes bitch lets indirectly talk shit  ,offensive
1457,  i do not take people niggas bitches do not play about they niggas  specially they baby daddies   bs,offensive
1458,all i ask for is love n loyalty  nothing else no arguing over other bitchesniggas  no he say she say  no social media bs just love,offensive
1459,if i am sharing my nigga with every other bitch why tf do i want him he aint no longer special the heck,offensive
1460,  eyy that pushin one for me bro cause you know that bitch better blow hah,offensive
1461,        when you tryna get bitches on linkedin httptcouw3r0snjvk,offensive
1462,    fuck a bitch we never loved a thot,offensive
1463,  naw hoe let me see if you got keisha,offensive
1464,not true     every man has hoes  ,offensive
1465,ross got amber rose naked these hoes aint loyal wiz,offensive
1466,karma is a bitch httptcou8uk4v7nwn,offensive
1467,  i swear i cannot do shit right now but i am down to get into something tonight if u are nig,offensive
1468,a1 bricks in this bitch we in gucci house,offensive
1469,  be a pussy httptcottzsxbts74,offensive
1470,            charlie understood   how to keep those percentages   lower httptco ,non_offensive
1471,  see thats all gill and green bitch ass they did not help me get my schools either you all still in the tournament,offensive
1472,papoose is trash bro   lol,offensive
1473,      no am just letting you what is going to happen am not like u pussy ass niggas from plano,offensive
1474,    la  palm trees and great weather any were else  horrible weather and no bitches ,offensive
1475,1 loyal girl gt 1oo hoes,offensive
1476,  you need your ass whipped with a whip mr house nigger remember u will always b a nigger to them,offensive
1477,  bitch im mad at you for slapping me  ,offensive
1478,my pussy worth 15,offensive
1479,no nigga a leave a chick with some good pussy unless he just paper chasin,offensive
1480,looks over at oomf     does pretending to have no bitches really work or nah,offensive
1481,    when your at the pharmacist and they tell you your medicine will be ready in 15 mins wtf bitch it is been 30  ,offensive
1482,i do not live for you hoes man,offensive
1483,  i used to be that fat bitch everybody made fun of look at me now  i was made fun of for being ugly  ,offensive
1484,60 torch down the drain cause either i was to high and lost it or one of my niggas finessed that hoe fuckkkkk ittt,offensive
1485, rip deshawn    i do not know him but i know a darkskin niggah in the hood named deshawn getting shot tonight ,offensive
1486,    my iphone has 2 million times the storage of the 1969 apollo 11 spacecraft computer they went to the moon i throw bird ,non_offensive
1487,omfg     your feet bitch     whisper something dirty in my ear   httptcoxriykfgg3q,offensive
1488,if i respect you i demand your respect back if you think you can be a bitch i can be an even bigger one bring it,offensive
1489,    how bitches look wen they hear their song in da club httptcof2oycfk90s,offensive
1490,tyga and drake two light skin bitches but if had to choose in a fight i would go with the guy from compton over the one from toronto,offensive
1491,      mrs harden be blowin me i be wanna snap on her ahhi had that bitch freshmen year damn nea caught a ,offensive
1492,you know you a bitch ass so i do not need to say it,offensive
1493,  fuck bitches get money,offensive
1494,    chrisbrown a bitch 4 hittin a womanjayz a bitch 4 lettin a woman hit himbitches needa make up ya mind  yah want yah a ,offensive
1495,    trassshhh     them 13s that come out this weekend so trash,non_offensive
1496,should   go to   or   that turned him into an ape httptcoowgocjxpxs nothe   major  ,non_offensive
1497,      i know that is trash,non_offensive
1498,i will always remember feeling like i was no good like i could not do it for you like that whack bitch could amp it is all because you lied,offensive
1499,i do not kick it with fuck nights and bitches,offensive
1500,when was a hoe ever supposed to be loyal i mean it wouldnt make em a hoe they would be another housewife,offensive
1501,    and apparently i sound like a country hick perks of being from kentucky,offensive
1502,  i heard thigh gaps is a way of telling if a bitch pussy is loose  what httptcoosjvjzjxcg,offensive
1503,  dat means get the fuck out hoe i be thinkin,offensive
1504,      to chrisbrown for beating up another bitch,offensive
1505,at the end of the day seniors still love that young fresh pussy from west case closed,offensive
1506,never gas hoes but i do take they ass home,offensive
1507,    i wish i would chase a hoe ,offensive
1508,    love a bitch that never act hollywood,offensive
1509,    we all need to be awarethat is there is alot more going on in this world than ya will flagrant asses care to know abo ,offensive
1510,this ho on lifetime cray,offensive
1511,i guess that oh was a bitch i do not ha,offensive
1512,      is that fire works   or pussy poppin    nigga wtf sounds like something you had say,offensive
1513,  bitch do not kill my vibe,offensive
1514,aint it time for you hoes to get out of here lol this is what arianas mom says to us,offensive
1515,  have heard hillbilly grousings that bugs much worse in the kv since mic shut down,non_offensive
1516,        thank you rangers for taking out the diving pussy i love it   ,offensive
1517,  why the eggplant emoji doey he say she looked like scream lmao,non_offensive
1518,      a loyal girl truly does come with a smart mouth amp argumentsonly a hoe will let you do as you please cause she ,offensive
1519,for a faggot ass nigga that crys about people who talk about kicks he certainly makes a lot of fucking shoe comments that is you all man smfh,offensive
1520,  they did not want to fuck steve that bitch lmao,offensive
1521,    that bitch aint loyal,offensive
1522,hoes gone be hoes  ,offensive
1523,where is the pic of her standing again   this bitch looks like voltorb httptco7cwatskjwc ,offensive
1524,      that nigga was eating that hoe lol hell yea lol john paul nigga said john paul httptcoosipbkpr9h,offensive
1525,    these hoes aint loyal httptco6jtlueuqkg,offensive
1526,      you are still a bitch,offensive
1527,this why i be on the bitches so much they listen to me  ,offensive
1528,i looked retarded,offensive
1529,drunk inlove with my gun bae bitch beyonc   ,offensive
1530,  cry bitch,offensive
1531,it is not unique it is ghetto as hell,offensive
1532,      what you still doing up my nig,offensive
1533,  u still a mutt tho lol,non_offensive
1534,let us go for the sweep    ,non_offensive
1535,  ima make you a sick entrance song my nig,offensive
1536,    jihadiinchief hussein urges restraint in fighting islamic butchers  we should be nice to isiswe might hurt ,non_offensive
1537,i swear ion see how broke niccas still out here gettin pussy smh,offensive
1538,      this bitch possessed by the thot demon httpstcoczth5nhudu ,offensive
1539,oh it was multiple dna on ol girl man they ran a train on that hoe  ,offensive
1540,she bet not put me on her gram i got bitches on the gram,offensive
1541,i am just sayin that is my baby amp i already told you bitches  ,offensive
1542,drugsgt is why   are losing just ask   and the hedge bet fundgt    ,non_offensive
1543,when i bitch fuck my hologram doe,offensive
1544,          that bitch lookin all in the car u know her  httptcobqiu9q7qjv,offensive
1545,  sniff httptcofhhbbrmybn perved up scally lad fuck yeah,offensive
1546,just start blocking dissenters you coward pussy    patiently awaiting a drop in my twitter followers nothing yetoh well,offensive
1547,aint kj amp mellos     who is daddy a fuck nicca,offensive
1548,  essence fest anyone  i will be there on the main stage 2 stepping with uncle charlie,non_offensive
1549,i have all these extra ass unnecessary clothes amp cay wanna act like a lit hoe,offensive
1550,niggas bitches bitch ass niggas dike ass hoes black ass and bright ass hoes fag tags and scally wags,offensive
1551,curiosity killed the cat bitches gunna die out here just to see my head game,offensive
1552,mom really came in and found anything possible to bitch about,offensive
1553,    nigga i still pull tho and fuck you bitch u stfu,offensive
1554,  so says the one who fills an empty hole inside herself by worshiping a royal who 4 all u kno may be a raging snotty bitch,offensive
1555,you are a boy you dont say clutch fag ass that is that bitch shit lingo tf,offensive
1556,la is the only place where you will see some of the baddest bitches in the world at the bus stop,offensive
1557,    suck my dick bitch       not only are you terrible you are why hip hop is dead,offensive
1558,  bitch i have a phone stfu talking do not worry about me just make sure you show up,offensive
1559,    a boyfriend and girlfriend suppose to laugh at these hoes together a guy should never have these hoes laughing at his girl ,offensive
1560,    he has one called pussy pop i think it is for cats,offensive
1561,        cause it would their tip hand instead they whine like little bitchesgt,offensive
1562,my bitch bad like brittany but i wish i had brittany,offensive
1563,all you ofay got left is da oscars better enjoy dat before us colored folk get dat too,offensive
1564,    when you start liking a hoe you do not really like because she gives you the pussy on a consistent basis,offensive
1565,girls are so fucking grimy today keep your vagina in your pants you dirty hoe,offensive
1566,  dam bitch,offensive
1567,  im talking about the pucture of the pussy cat you nit twit,offensive
1568,      invest in some curtains bitch,offensive
1569,can someone get me cheese and crackers,non_offensive
1570,    chatt niccas love doin dat brah,offensive
1571,      money ova bitches i am yellin it ta da grave developed at ah young age go afta wat pays  ,offensive
1572,happy columbus day just be glad we was not usin   to rope the sails seriously thogt that shit would be  ,offensive
1573,your pussy hella tight took me an hour to slide in that mothafucka     quote and i will compliment you ,offensive
1574,    like bitch you already know the answer it is all for bri  ,offensive
1575,i eat generic oreos baller with a budget bitch,offensive
1576,    52 of the worlds mammals birds reptiles amphibians amp fish vanished between 1970 amp 2010 httptcomimizth0oz httptco ,non_offensive
1577,being up at 5am cuz your cat meowed at a nocturnal bird is the ultimate  ,non_offensive
1578,the only thing about niccas is they be followers smh  be ya self everyone else is taken,offensive
1579,watch excited isis jihadis getting their yezidi sex slaves on  wouldistribution day httptcon9exnuvhks          ,offensive
1580,  bitch trying to turn this shit like facebook,offensive
1581,    them hoes are temporary but a good woman will always be a good woman,offensive
1582,        bitches be wanting to act like niggas so bad   that shit aint cuteeeee but niggas act like bitches,offensive
1583,  keep talking i am going to make when u cannot talk u going to be talking like a retard,offensive
1584,lol     you are a stupid ass bitch   remember michael brown this is him now feel old yet httptcoog3ay5x7lg,offensive
1585,i hit raw while im listening to papoose,offensive
1586,miley cyrus kinda looks like a retarded care bear,offensive
1587,    stepping away from the twitter beef i am going to bed cause i gotta be up at 5 gotta go be a redneck asshole at my us ,offensive
1588,      tf bitch lol,offensive
1589,    im joked out bitch you stupid,offensive
1590,  bush took 3 times as many vacations republican teabaggers are pusseswah,offensive
1591,  thirsty hoe,offensive
1592,    sum hoes be smoking to look cute bitch u better inhale that shit wasting weed,offensive
1593,took 1 of molly gonna die      ,offensive
1594,    tell these hoes that they gotta glo up one day,offensive
1595,can i bring another bitch or nah,offensive
1596,    lti hates to interject but cans i have yo digits i likes wiggers dat wanna be fucked by coloreds,offensive
1597,ion care if i am in the wrong bitch do not blow ur horn  at me,offensive
1598,    teacher eyes on your own paperme bitch i only have eyes for da paperthrows cash everywhere,offensive
1599,new   jersey should be yellow with a green chevron stripe like charlie browns jersey,non_offensive
1600,damn i hate a bitch that like to argue and shit,offensive
1601,i swear i care about everything else but these bitches  ,offensive
1602,    hoes will be hoes,offensive
1603,damn bitch gotta bootay,offensive
1604,    you bummy hoes cannot do this ur right sis most i do is splash some peppermint soap on it other shit aint necessary,offensive
1605,    wtf you bitches seen this without me,offensive
1606,all these hoes fuckin be careful just cos she look good do not mean she is good for you,offensive
1607,    i need a loyal bitch not no goofy bitch,offensive
1608,  am going to hurt more then your bitch ass feelings,offensive
1609,    every females worried about being played amp every nigga worried she a hoe so nothing but games will b played wit that minds ,offensive
1610,photo morning bitches httptco4p3mk58gc4,offensive
1611,  half tempted to go outside and run my phone over with my car because it is such a piece of shit   do it pussy,offensive
1612,my mom seen my progress report amp was like so wtf is up wit this b bitch wtf do you not see them 7 as   tf she just ungreatful  ,offensive
1613,bro what in the fuck you all bitches thinking  that is not ok,offensive
1614,finally running the game and everybody trippin now but ion give a fuck i got their bitches drippin now,offensive
1615,    share your feelings but if iss some hoe shit keep it to yourself,offensive
1616,i have such a horrible perspective of time i think i might be retarded smh,offensive
1617,    chi aint no bitch then you got them assyrian kings on california and peterson  ,offensive
1618,  bitch your unknown u dont have a mixtape and you damn sure cant rap u could not rap if your life depend on it,offensive
1619,pay back a bitch aint it,offensive
1620,      lol naw that bitch was just a sociopath,offensive
1621,  intimidated what pussies all i see is a sweet honest woman but seriously you could make this stalking thing so much easier,offensive
1622,  this was hung in the boys bathroom  st dominic httptcooeralv45gi    silly bitches,offensive
1623,i hate a wishy washy bitch,offensive
1624,omg this bitch just said some shit,offensive
1625, if yo new niggah cannot dress better then me  or even close to looking better then me  dnt try to make me httptcosmsc86mnbc,offensive
1626,have you heard   shit featuring chasedadoeromeand the boy big  by joseph chase rinche on   httpstcooogna1zncr,offensive
1627,      bitch td in 17  jeff b home real soon  ,offensive
1628,  this bitch has brain damage,offensive
1629,having sex with a guy wont keep him around for you dumb hoes who think that theres plenty pussy just gotta have a guy who wont give in,offensive
1630,preparing to be called a nigger all night i mean play cod all night  ,offensive
1631,idgaf about these money hungry bitches,offensive
1632,i seen scooby hoe some niggas at the gardens too  ,offensive
1633,    all three of these hoes getting cute for fucking school taking for ever and waking me the fuck up  this why i cannot stand h ,offensive
1634,if you did not have tattoos as a diversion for your bird chest and malnourished body sir your instagram would be trash,non_offensive
1635,besides my sisters this is one of two bitches you will always catch me with httptcofxzycvvnpq,offensive
1636,ff has been consistently one of marvels worst properties ultimate ff was good but the entire ultimate universe is now in the trash,non_offensive
1637,german gay guy left in critical condition after being fag bashed in belgrade httptco6hofblxaul,offensive
1638,tym 2 lyt dis blunt n holla  hoes,offensive
1639,i will round up my hoes in a little bit,offensive
1640,      httptcozficqys3dy  i want to be filled with hot nigger seed,offensive
1641,  you are killin me man lt3 not all conservatives are racists just like not all nbp hate honkies,offensive
1642,    long tittie no nipple havin ass bitch,offensive
1643,can you let me stretch that pussy out or nahhh,offensive
1644,jamaica populated with island hillbillies even linguistics are kind of the same if you sub the accent olde english derivatives,non_offensive
1645,  meet up eat bitch,offensive
1646,when you catch yo bitch sending nudes to another nigga,offensive
1647,          powers u do not go outside ur tanks been on full for 2 months u anti social monkey,non_offensive
1648,never keep leeches in your life if bitches take more than they give it is time to cut them off,offensive
1649,there is not enough day in the hours to cheat on her if she is sucking your dick right too drained to look for other mouth and pussy,offensive
1650,    i hate messy females that live for mess like go sit down somewhere  go get classy hoe  ,offensive
1651,  these kids are pussies we got a white trash kid amp a thugnasty wanna be up in here  ,offensive
1652,  did i just start crying   bitch  ,offensive
1653,    lord               if you a hoe you a hoe i am not finna sugar code it,offensive
1654,  shut the fuck up you guys a mediocre washed basura juice sit down and win close games against raiders and jets faggot,offensive
1655,    sike nah   that bitch be havin me buggin,offensive
1656,love getting nudes from my bitches  ,offensive
1657,montana wisconsin maine new hampshire north and south dakota wyoming all places you can move an exhoe to and be happy,offensive
1658,    you guys do not get evolution do you you only share a common ancestor with apes,non_offensive
1659,my job some hoes how you gonna call at 734 talking bout come to work at 8   ummm no i am staying in bed,offensive
1660,happy easter you dirty sons a bitches         httptcopnqlgwznd3,offensive
1661,    these bitch niggas could not live my cold lifetyle ,offensive
1662,    if you love her hide your bitch so you keep shorty,offensive
1663,    snip snip hoe,offensive
1664,    california chrome bitches,offensive
1665,  he actually good lol do not hoe him but i mean that is some road to glory shit gtgo to northern illinois undefeated amp heisman,offensive
1666,riding my quad with this bitch   httptcoeppemqfxxo,offensive
1667,      cannot dm wigga cause i cannot even get a follow back  ,offensive
1668,    woke up and bitches was not here lol  was not angry wit my hoes ,offensive
1669,no sex bitch i only want the neck bitch,offensive
1670,    12 lava cakes bitches  ,offensive
1671,i can be a sweetheart honestly but being a bitch is my specialty,offensive
1672,    lmao what my nigga just told me   these days they lovin the crew gd,offensive
1673,    these hoes is thotful,offensive
1674,lol colored contacts played out,non_offensive
1675,them quiet girls be hoes to watch out,offensive
1676,  eat my pussy,offensive
1677,please excuse my bitch ass phone it is been a hoe lately,offensive
1678,  what hoes do i have tbh on the highest of keys same,offensive
1679,  ap calls mass governor race for charlie baker watch live coverage on wcvb streaming online httptcos6hy2evoat,non_offensive
1680,    jsu coach omar johnson it is what u do against the ball u throw it hit it catch it does not matter if the yankees are  ,non_offensive
1681,  thanks bitch,offensive
1682,      working on diz music be in studio soon nicca,offensive
1683,        yea u know these lil bitches be stalking are twitter for they niggas ,offensive
1684,  pussy ride dick like she a jamaican                 gt            amp ,offensive
1685,she a dirty bitch and i dotn have a doubt,offensive
1686,like these nigguhs pussy there is no other thesis,offensive
1687,it is funny when u get a black female mad they start acting ghetto then a bitch,offensive
1688,i really hate being a bitch to people but at this point i no longer give a fuck,offensive
1689,  i aint light skin nigga i am even colored lmao,offensive
1690,i can neva count my stash cause i always lose count i can neva keep no bitch cuz i put them hoes out,offensive
1691,big bitches be sayin why yo eyes all on my stomach bitch why yo stomach all in my eyes,offensive
1692,        do not get me started on you potato head lookin ass bitch ,offensive
1693,i hate a stuck up bitch likeeee stfu you aint shit special,offensive
1694,        these hoes selfish,offensive
1695, i fw these niggahs everyday  neva changed up  always been the same to a niggah  been thru shit with ma niggahs ,offensive
1696,    httptco61zy8cc47j  swear they emojis ,offensive
1697,    karma is only a bitch to bitches,offensive
1698,fuccn yo bitch last night she say you the nigga,offensive
1699,sometime i wish i was not colored,offensive
1700,  hey   the   thing is a joke 13 benghazis under bush no hearings more on benghazi than real 911 attack,non_offensive
1701,  thuggery cheating talking trash who is doing that besides jameis and is not nd in the middle of cheating issues,non_offensive
1702,these infected ass hoes think its okay to talk to other ppl boyfriend like that is not funny nor cute to pussy hop all over the place,offensive
1703,  cuz the whole team trash,non_offensive
1704,they told me to fuc wit bitches but never trust em they told me they my niggas but i never trust em,offensive
1705,    rickie shitstache amp the rest of these pussies better enjoy this back injury 2015 will be nothing but birdie putts and ,offensive
1706,people calling and complaining to spinellis because of our purge speciallmao pussies  ,offensive
1707,you scum bro     when tha pussy was trash but she still txt yu httptco5tasiq5yo8 my life aint shit,offensive
1708,  dat was befo da fact hoe shut yo ass up  ,offensive
1709,bad bitches only,offensive
1710,donkey son of a bitch mother fucker,offensive
1711,sam is such a bitch ronnie got in a fight because of you  ,offensive
1712,   lmao  hoes extra sensitive via text they swear they hear your tone in every letter i start using punctuations ,offensive
1713,there is no such rule as tie goes to the runner out or safe    ,non_offensive
1714,    bitches be trying the wrong bitches amp do not even be knowing,offensive
1715,i need a spanish woman they do not have ghetto names they can cook they down with u till the casket and they curvy,non_offensive
1716,    i rub orange peels on my dick before i go out cuz i do not want these bitches to catch a cold    prairie ,offensive
1717,this bitch just texted me out the blue bout want see her butt,offensive
1718,never lose bitches chasing money    ,offensive
1719,          you do realize ya pussy stank right,offensive
1720,watch yo hoe,offensive
1721,  cannot stand a i do not know what i want ass nigga   bitch,offensive
1722,  blaxican,non_offensive
1723,  kobe stay talking trash but let us not forget httptcovh4tnekvtp   i meant to do this one smh,offensive
1724,went to an open house today amp the place was trash ewww,non_offensive
1725,    video cfl lb solomon elimimian trash talks an opponent during a halftime interview httptcoeyjinwiwwe httptco ,non_offensive
1726,shut up bitch i am trying to sleep  ,offensive
1727,  trash,non_offensive
1728,i aint a killer but do not push me revenge is like the sweetest joy next to getting pussy,offensive
1729,  already kno nicca,offensive
1730,    amp it is sad cause niggas will have a good girl amp do her wrong it is hard finding a good bitch out here forreal,offensive
1731,do you really believe people evolved from apes   not really i am quiet convinced with the evolution of man but  httptco1rswgnpltc,non_offensive
1732,  along with the french blue and buggs bunny viis and the oreo ivs  ,non_offensive
1733,    lol haha  hahahahahahahahahaahah deez nuts bitch,offensive
1734,   me bitch when and where,offensive
1735,      shy glizzy feat plies  free tha gang httptcopygosk0qcp,non_offensive
1736,  idk is she is actually from there lol we followed a band but we met a few bainbridgians this bitch had like 4 teeth i swear lol,offensive
1737,    i do not have no girlfriendside bitches main chick hoes i just got a ex i want back ,offensive
1738,  by not being an unloyal retard,offensive
1739,    i am on my yu shit using linkedin at work b  lmfaoo bagging them linkiden hoes lol,offensive
1740,    racist white cops arresting blacks again cannot wait till black cops arrest whities then hear them bitch  ,offensive
1741,      yasss when a bitch get paid tho   as long as she dnt act crazy,offensive
1742,  i could not find the regular one faggot,offensive
1743,i am not much of a texted get off my nuttz hoe,offensive
1744,      shawty fine breath stank  do da heisman on dat hoe  ,offensive
1745,when the teachers aid trys acting like she is the teacher bitch please,offensive
1746,gucci mane on a bitch,offensive
1747,      hey cunt i miss you  ,offensive
1748,  really does talk like a buck nigger,offensive
1749,  dat damn dog eats betta den most colored folk do,non_offensive
1750,going for a bitch nigga neck cause nigga am rollin,offensive
1751,    when an ugly bitch tells me to text her httptco060glx19or,offensive
1752,    bitches be like go talk to ya other bitch bitch you is my other bitch,offensive
1753,shylock amp wongs 3 incidents of democrat bigotry in 3 weeks  media mum httptcorx8ynpg1yd via  ,non_offensive
1754,does it bother anyone else that the planet of the apes timeline makes no sense,non_offensive
1755,    yankees should not even bother to show up to boston man just fold the franchise cancel baseball,non_offensive
1756,    after ya girl walks in ya crib and has hoes for ya niggas httptcole1r8tiwd1,offensive
1757,i done been to the top i done sipped the juice and with that being said bird crumbs will never do,non_offensive
1758,    every zoo is a petting zoo if you are not a pussy,offensive
1759,hoes always tryna say they look like a celebrity  no bitch you like the other hoe that love on krenshaw sit yo basic ass down,offensive
1760,some thots will just never learn   gooooo awaaaaay hoe,offensive
1761,  anybody that gets traded straight up for brandon knight is trash   ,offensive
1762,jm sorry to hear this     i am going to chipotle for the first time it better not be trash,non_offensive
1763,    u hoes are super basic that give sos to ppl liking yall ig pics,offensive
1764,          fucking pussy that is why  exactly let me  the nigga   were talking about  ,offensive
1765,if you going to the strip club every weekend you will never experience earned pussy,offensive
1766,    after i fuck your bitch httptcokqmbzm7h8y,offensive
1767,i seen a nigga dressed to impress hop out da bus n a bitch wit a phatty get off at his stop too say somethingod throwin u da lob,offensive
1768,  now madam    every jawn on here been tryna have they pussy cop a feel on dontes peen ,offensive
1769,  you killed that hoe,offensive
1770,parsons trash,non_offensive
1771,    so not ready for the new year new me tweet bullshit to comeyou the same hoe you was last yearchill the fuck out,offensive
1772,you can expect me to be a total bitch towards you now yet again,offensive
1773,  i am hungry but ionn wanna spend my money on food  hoe problems  ,offensive
1774,    aye fam you think you can line me up i saw a bad bitch in mrs bridgets class httptcohpmfvgp3zg,offensive
1775,  merry christmas hun   ,non_offensive
1776,left my calc final singing i am a boss ass bitch if that is any indication on how that went,offensive
1777,    logic had me thinking nikki was a bad bitch,offensive
1778,    once at a gradeschool dance i tried to do the worm to impress this bitch and i slammed my dick on the unforgiving ceramic ,offensive
1779,and i am steady tellin dis bitch gtfo my face,offensive
1780,i lied the fair is not the only place reno girls dress up like cowgirl sluts nitc hash tag bitches,offensive
1781,        when you go down to eat the pussy and it smells tangy httptcoof09piyl8b ,offensive
1782,    rough face hoes be having all the kidswho did this to u   self esteem issuesmore kids  secured love,offensive
1783,whoever made these brownies and cookies belongs in heaven,non_offensive
1784,lou is such a lil bitch,offensive
1785,      salon is is chuck full of butthurt liberal retards,offensive
1786,      when you aint had pussy in a hot minute httptcouidvqxuge2  omm  ,offensive
1787,    graphic gt 150 christians massacred by jihadi muslims while they slept including pastor his wife amp kids httptco ,non_offensive
1788,    oso told me when his dreads get longer he just gone pop up and fuck niggas bitches lmao,offensive
1789,    these bitches aint my bitches,offensive
1790,i am roasting the first one of my niccas who rock them shits,offensive
1791,    tacos over hoes,offensive
1792,    mane you all niccas crazy af wiz old shit got niccas bitin his style n errthan,offensive
1793,    these 5th grade hoes aint loyal  httptcovu3xnalags,offensive
1794,  im assuming mickey bubbles,non_offensive
1795,running the game for 5 years guess that is why my feet hurt  wonder when they bite me do these bitches teeth hurt  ,offensive
1796,gansitos are atg beaner candy,offensive
1797,get yo bitch jumped by 6 nigguhs,offensive
1798,i hate pumpkin flavored items you other white bitches are crazy they are nasty  ,offensive
1799,  ohh mr i am all tough cause i live in a retarded city thinks he is cool people like you should be shoveling my snow broke bum,offensive
1800,      another jersey fail  what a cunt httptco1tzpbhgmhpno pics needed animal  dem coloreds be wack,offensive
1801,  i am jakes bitch ,offensive
1802,      lol i talked to a lady who said having a clean shaven vagina at a doc visit comes off as hoeish she was old,offensive
1803,my instagram song aint bout me postin pictures it is about how hoes not allowed to post pictures of me and i aint posting none of them  ,offensive
1804,these hoes going broke trying to look rich act your wage,offensive
1805,need to get the sheriff rick in here to show these pussy ass police officers who is boss,offensive
1806,    man these hoes so familiar one minute on the team next minute they aint with ya,offensive
1807,that bitch is goin off off off,offensive
1808,      there has not been a trade this lopsided since babe ruth was traded to the yankees for no no nanette cash,non_offensive
1809,      hairy pussy httptco9doibskt17,offensive
1810,    sex on 1st date dont mean you a hoe waiting 90 days wont make you a wife cute pics dont mean you all happy having a titl ,offensive
1811,  fat chance you you will ever catch me drinking a beer  same bitches,offensive
1812,annnnd you are a dyke  ,offensive
1813,  it is bitch,offensive
1814,i am sorry i fucked yo bitch but she really dig a nigga  ,offensive
1815,  lol my bad i forgot that hoe made ya sad,offensive
1816,them quicc to blast bitches them all about the cash bitches  ,offensive
1817,    u can kill carl but not my nigga glenn whos gonna take care of my hoe maggie,offensive
1818,    me 2nite bitches httptconltodb7xze,offensive
1819,    the afc was trash last season especially the afc south jags could make a playoff push if they have a great draft not jo ,non_offensive
1820,i am gonna go ape shit if there is an if uchida,offensive
1821,they updated wukongs new splash so it does not look so fucking retarded,offensive
1822,saw a vine of kobe calling dwight howard you a bitch ass nigga,offensive
1823,        your man insecure cause you make him feel like he gotta compete with other guys stop being a hoe amp stop choo ,offensive
1824,danny brown better put out more music before he ods that dude is out his fuckin bird,offensive
1825,let us play what will the ghetto white girl with neck tattoos in front of me buyif you answered cigarillosyou have seen this episode b4,non_offensive
1826,    multi till i die bitch believe that,offensive
1827,  well i know you like it when children are murdered kind of weird you would be such a little bitch about a twitter list,offensive
1828,1119 w    the depot 1219  a pussyfootin xxxmas hoe hoe hoe motherfucker santa claws is coming to town,offensive
1829,  you a oreo cookie now,non_offensive
1830,    social network got bitches heads like   httptcobhmuo4x4vu,offensive
1831,    i would like to issue a formal apology to israel for our piece of shit antisemitic president and his retarded secretary o ,offensive
1832,    mom what happened to  insert old friend name you used to be close me fuck that bitch,offensive
1833,what made this niggah say that out his mouth,offensive
1834,  what now bitch,offensive
1835,she bitch goddess thinks she owns new york wait    ,offensive
1836,    hoes be like go talk to one of your hoes i be like you are one of my hoes,offensive
1837,i been getting bitches my whole life i been getting money my whole life  ,offensive
1838,wish i would let you dig in my pockets  god bless you w breath in your body lazy ass bitch get up amp start grinding,offensive
1839,    today   did my hair and makeup he always tries to make me look like a monkey httptcotym2jd7h3z,non_offensive
1840,  my favorite time of da day happy hour   the bad bitches come out and the ok hoes at home doing makeup,offensive
1841,      broke no even though obama is working on it bitch no i got something between so no,offensive
1842,        if you ever had an abortion you got cemetery pussy    omg lmao,offensive
1843,    niggas will cheat and not even know that bitch name that shit aint cheating,offensive
1844,  k bitch niggas,offensive
1845,you might as well gone pussy pop on a stage,offensive
1846,    no bitch lol,offensive
1847,    after bitches get da dick they be dickmatized,offensive
1848,    i have never screamed so much like a little bitch just from a fucking video game im leaving ea h iggbye,offensive
1849,yung nigger move that dope,offensive
1850,      bitch nigga lol,offensive
1851,all my young boys round me saying get money and fuck these hoes,offensive
1852,  is not there a law that all clam chowder must be served im bread bowls haha,non_offensive
1853,  hahaha thanks bitch  ,offensive
1854,    come on stay alive knights nation this is still the early bird special  ,non_offensive
1855,she said pop can u make it rain i said bitch i am a water bearer i bring da flood i will make you drown,offensive
1856,    happy birthday nigs thanks yo,offensive
1857,  good one fag boy,offensive
1858,  bitch i hit you with the dm and a nigga aint dm back,offensive
1859,if kubiak was a player they would pump him with painkillers and tell him to stop being a pussy,offensive
1860,no girls no hoes just me myself and i,non_offensive
1861,shout out to you ungrateful inconsiderate bitches i am taking this shot for you yea you  ,offensive
1862,bound gagged shoved in a trash bin with two bullets in the back of the head i suspect natural causes said the worlds worst detective,non_offensive
1863,    dyke ron ,offensive
1864,basic bitches everywhere,offensive
1865,    maury 65 years old and still exposing hoes  ,offensive
1866,i been in this hospital since 6 i am just tryna stay awake for 2more hrs then i can sip this dusse and party with the rest of the coons,offensive
1867,    nike beanies   httptconn4vo90htj,offensive
1868,  old raglyscrag me and that bitch been places,offensive
1869,  dude was a bitch nigga and took off running,offensive
1870,  and you know best about the bird moves,non_offensive
